date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:27:35	59112/59112	---MCZ	200	added ('OK')	font/ttf	date:Tue,%2028%20Mar%202023%2013:19:33%20GMT	https://7oroof.com/demos/medcity/assets/fonts/icomoon.ttf	C:/My%20Web%20Sites/Medicity/7oroof.com/demos/medcity/assets/fonts/icomoon.ttf	(from https://7oroof.com/demos/medcity/assets/css/libraries.css)
16:27:36	59188/59188	---M--	200	added ('OK')	font/woff	date:Tue,%2028%20Mar%202023%2013:19:34%20GMT	https://7oroof.com/demos/medcity/assets/fonts/icomoon.woff	C:/My%20Web%20Sites/Medicity/7oroof.com/demos/medcity/assets/fonts/icomoon.woff	(from https://7oroof.com/demos/medcity/assets/css/libraries.css)
16:27:36	223074/223074	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2028%20Mar%202023%2013:19:37%20GMT	https://7oroof.com/demos/medcity/assets/fonts/icomoon.svg	C:/My%20Web%20Sites/Medicity/7oroof.com/demos/medcity/assets/fonts/icomoon.svg	(from https://7oroof.com/demos/medcity/assets/css/libraries.css)
16:27:37	882/882	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Mar%202023%2013:20:36%20GMT	https://7oroof.com/demos/medcity/assets/images/icons/text-shape.png	C:/My%20Web%20Sites/Medicity/7oroof.com/demos/medcity/assets/images/icons/text-shape.png	(from https://7oroof.com/demos/medcity/assets/css/style.css)
16:27:38	59344/59344	---MCZ	200	added ('OK')	text/css	etag:W/%22b227b1617a1763c8bc056772f05482b4%22	https://use.fontawesome.com/releases/v5.15.1/css/all.css	C:/My%20Web%20Sites/Medicity/use.fontawesome.com/releases/v5.15.1/css/all.css	(from https://7oroof.com/demos/medcity/appointment.html)
16:27:38	58820/58820	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:20:48%20GMT	https://7oroof.com/demos/medcity/assets/images/page-titles/5.jpg	C:/My%20Web%20Sites/Medicity/7oroof.com/demos/medcity/assets/images/page-titles/5.jpg	(from https://7oroof.com/demos/medcity/appointment.html)
16:27:38	100948/100948	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:20:09%20GMT	https://7oroof.com/demos/medcity/assets/images/banners/4.jpg	C:/My%20Web%20Sites/Medicity/7oroof.com/demos/medcity/assets/images/banners/4.jpg	(from https://7oroof.com/demos/medcity/appointment.html)
16:27:38	9350/9350	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Mar%202023%2013:20:21%20GMT	https://7oroof.com/demos/medcity/assets/images/backgrounds/map.png	C:/My%20Web%20Sites/Medicity/7oroof.com/demos/medcity/assets/images/backgrounds/map.png	(from https://7oroof.com/demos/medcity/appointment.html)
16:27:39	987/987	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Mar%202023%2013:19:52%20GMT	https://7oroof.com/demos/medcity/assets/images/flags/en.png	C:/My%20Web%20Sites/Medicity/7oroof.com/demos/medcity/assets/images/flags/en.png	(from https://7oroof.com/demos/medcity/home-modern.html)
16:27:40	161/161	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Mar%202023%2013:19:53%20GMT	https://7oroof.com/demos/medcity/assets/images/flags/fr.png	C:/My%20Web%20Sites/Medicity/7oroof.com/demos/medcity/assets/images/flags/fr.png	(from https://7oroof.com/demos/medcity/home-modern.html)
16:27:40	176/176	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Mar%202023%2013:19:52%20GMT	https://7oroof.com/demos/medcity/assets/images/flags/gr.png	C:/My%20Web%20Sites/Medicity/7oroof.com/demos/medcity/assets/images/flags/gr.png	(from https://7oroof.com/demos/medcity/home-modern.html)
16:27:40	55434/55434	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:21:09%20GMT	https://7oroof.com/demos/medcity/assets/images/sliders/3.jpg	C:/My%20Web%20Sites/Medicity/7oroof.com/demos/medcity/assets/images/sliders/3.jpg	(from https://7oroof.com/demos/medcity/home-modern.html)
16:27:40	948/948	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Mar%202023%2013:20:00%20GMT	https://7oroof.com/demos/medcity/assets/images/about/singnture.png	C:/My%20Web%20Sites/Medicity/7oroof.com/demos/medcity/assets/images/about/singnture.png	(from https://7oroof.com/demos/medcity/home-modern.html)
16:27:41	31075/31075	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:20:02%20GMT	https://7oroof.com/demos/medcity/assets/images/about/1.jpg	C:/My%20Web%20Sites/Medicity/7oroof.com/demos/medcity/assets/images/about/1.jpg	(from https://7oroof.com/demos/medcity/home-modern.html)
16:27:42	16480/16480	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:20:24%20GMT	https://7oroof.com/demos/medcity/assets/images/backgrounds/1.jpg	C:/My%20Web%20Sites/Medicity/7oroof.com/demos/medcity/assets/images/backgrounds/1.jpg	(from https://7oroof.com/demos/medcity/home-modern.html)
16:27:42	43703/43703	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Mar%202023%2013:19:02%20GMT	https://7oroof.com/demos/medcity/departments-single.html	C:/My%20Web%20Sites/Medicity/7oroof.com/demos/medcity/departments-single.html	(from https://7oroof.com/demos/medcity/home-modern.html)
16:27:42	49883/49883	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:21:04%20GMT	https://7oroof.com/demos/medcity/assets/images/sliders/4.jpg	C:/My%20Web%20Sites/Medicity/7oroof.com/demos/medcity/assets/images/sliders/4.jpg	(from https://7oroof.com/demos/medcity/home-classic.html)
16:27:43	62304/62304	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:21:05%20GMT	https://7oroof.com/demos/medcity/assets/images/sliders/5.jpg	C:/My%20Web%20Sites/Medicity/7oroof.com/demos/medcity/assets/images/sliders/5.jpg	(from https://7oroof.com/demos/medcity/home-classic.html)
16:27:43	22878/22878	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:20:02%20GMT	https://7oroof.com/demos/medcity/assets/images/about/3.jpg	C:/My%20Web%20Sites/Medicity/7oroof.com/demos/medcity/assets/images/about/3.jpg	(from https://7oroof.com/demos/medcity/home-classic.html)
16:27:43	16723/16723	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:20:22%20GMT	https://7oroof.com/demos/medcity/assets/images/backgrounds/8.jpg	C:/My%20Web%20Sites/Medicity/7oroof.com/demos/medcity/assets/images/backgrounds/8.jpg	(from https://7oroof.com/demos/medcity/home-classic.html)
16:27:43	52148/52148	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:20:05%20GMT	https://7oroof.com/demos/medcity/assets/images/banners/8.jpg	C:/My%20Web%20Sites/Medicity/7oroof.com/demos/medcity/assets/images/banners/8.jpg	(from https://7oroof.com/demos/medcity/home-classic.html)
16:27:44	58746/58746	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:21:06%20GMT	https://7oroof.com/demos/medcity/assets/images/sliders/6.jpg	C:/My%20Web%20Sites/Medicity/7oroof.com/demos/medcity/assets/images/sliders/6.jpg	(from https://7oroof.com/demos/medcity/home-dentist.html)
16:27:44	57696/57696	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:21:06%20GMT	https://7oroof.com/demos/medcity/assets/images/sliders/7.jpg	C:/My%20Web%20Sites/Medicity/7oroof.com/demos/medcity/assets/images/sliders/7.jpg	(from https://7oroof.com/demos/medcity/home-dentist.html)
16:27:44	30424/30424	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:20:01%20GMT	https://7oroof.com/demos/medcity/assets/images/about/4.jpg	C:/My%20Web%20Sites/Medicity/7oroof.com/demos/medcity/assets/images/about/4.jpg	(from https://7oroof.com/demos/medcity/home-dentist.html)
16:27:44	1906/1906	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Mar%202023%2013:20:36%20GMT	https://7oroof.com/demos/medcity/assets/images/icons/alert.png	C:/My%20Web%20Sites/Medicity/7oroof.com/demos/medcity/assets/images/icons/alert.png	(from https://7oroof.com/demos/medcity/home-dentist.html)
16:27:45	69639/69639	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:20:59%20GMT	https://7oroof.com/demos/medcity/assets/images/sliders/8.jpg	C:/My%20Web%20Sites/Medicity/7oroof.com/demos/medcity/assets/images/sliders/8.jpg	(from https://7oroof.com/demos/medcity/home-pharmacy.html)
16:27:46	62921/62921	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:20:59%20GMT	https://7oroof.com/demos/medcity/assets/images/sliders/9.jpg	C:/My%20Web%20Sites/Medicity/7oroof.com/demos/medcity/assets/images/sliders/9.jpg	(from https://7oroof.com/demos/medcity/home-pharmacy.html)
16:27:46	33722/33722	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:19:49%20GMT	https://7oroof.com/demos/medcity/assets/images/products/1.jpg	C:/My%20Web%20Sites/Medicity/7oroof.com/demos/medcity/assets/images/products/1.jpg	(from https://7oroof.com/demos/medcity/home-pharmacy.html)
16:27:47	62311/62311	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:19:48%20GMT	https://7oroof.com/demos/medcity/assets/images/products/2.jpg	C:/My%20Web%20Sites/Medicity/7oroof.com/demos/medcity/assets/images/products/2.jpg	(from https://7oroof.com/demos/medcity/home-pharmacy.html)
16:27:48	52470/52470	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:19:49%20GMT	https://7oroof.com/demos/medcity/assets/images/products/3.jpg	C:/My%20Web%20Sites/Medicity/7oroof.com/demos/medcity/assets/images/products/3.jpg	(from https://7oroof.com/demos/medcity/home-pharmacy.html)
16:27:48	45698/45698	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:19:45%20GMT	https://7oroof.com/demos/medcity/assets/images/products/4.jpg	C:/My%20Web%20Sites/Medicity/7oroof.com/demos/medcity/assets/images/products/4.jpg	(from https://7oroof.com/demos/medcity/home-pharmacy.html)
16:27:48	29276/29276	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:19:46%20GMT	https://7oroof.com/demos/medcity/assets/images/products/5.jpg	C:/My%20Web%20Sites/Medicity/7oroof.com/demos/medcity/assets/images/products/5.jpg	(from https://7oroof.com/demos/medcity/home-pharmacy.html)
16:27:49	48077/48077	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:19:48%20GMT	https://7oroof.com/demos/medcity/assets/images/products/6.jpg	C:/My%20Web%20Sites/Medicity/7oroof.com/demos/medcity/assets/images/products/6.jpg	(from https://7oroof.com/demos/medcity/home-pharmacy.html)
16:27:50	42020/42020	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:19:46%20GMT	https://7oroof.com/demos/medcity/assets/images/products/7.jpg	C:/My%20Web%20Sites/Medicity/7oroof.com/demos/medcity/assets/images/products/7.jpg	(from https://7oroof.com/demos/medcity/home-pharmacy.html)
16:27:50	20253/20253	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:19:43%20GMT	https://7oroof.com/demos/medcity/assets/images/products/8.jpg	C:/My%20Web%20Sites/Medicity/7oroof.com/demos/medcity/assets/images/products/8.jpg	(from https://7oroof.com/demos/medcity/home-pharmacy.html)
16:27:51	38222/38222	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:20:05%20GMT	https://7oroof.com/demos/medcity/assets/images/banners/9.jpg	C:/My%20Web%20Sites/Medicity/7oroof.com/demos/medcity/assets/images/banners/9.jpg	(from https://7oroof.com/demos/medcity/home-pharmacy.html)
16:27:52	132977/132977	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:20:56%20GMT	https://7oroof.com/demos/medcity/assets/images/page-titles/1.jpg	C:/My%20Web%20Sites/Medicity/7oroof.com/demos/medcity/assets/images/page-titles/1.jpg	(from https://7oroof.com/demos/medcity/about-us.html)
16:27:53	131533/131533	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:20:53%20GMT	https://7oroof.com/demos/medcity/assets/images/page-titles/2.jpg	C:/My%20Web%20Sites/Medicity/7oroof.com/demos/medcity/assets/images/page-titles/2.jpg	(from https://7oroof.com/demos/medcity/services.html)
16:27:53	144118/144118	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:20:56%20GMT	https://7oroof.com/demos/medcity/assets/images/page-titles/3.jpg	C:/My%20Web%20Sites/Medicity/7oroof.com/demos/medcity/assets/images/page-titles/3.jpg	(from https://7oroof.com/demos/medcity/services-single.html)
16:27:54	144118/144118	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:20:13%20GMT	https://7oroof.com/demos/medcity/assets/images/banners/7.jpg	C:/My%20Web%20Sites/Medicity/7oroof.com/demos/medcity/assets/images/banners/7.jpg	(from https://7oroof.com/demos/medcity/services-single.html)
16:27:54	13814/13814	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:20:07%20GMT	https://7oroof.com/demos/medcity/assets/images/banners/5.jpg	C:/My%20Web%20Sites/Medicity/7oroof.com/demos/medcity/assets/images/banners/5.jpg	(from https://7oroof.com/demos/medcity/services-single.html)
16:27:55	91654/91654	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:20:47%20GMT	https://7oroof.com/demos/medcity/assets/images/page-titles/4.jpg	C:/My%20Web%20Sites/Medicity/7oroof.com/demos/medcity/assets/images/page-titles/4.jpg	(from https://7oroof.com/demos/medcity/pricing.html)
16:27:55	9060/9060	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:20:23%20GMT	https://7oroof.com/demos/medcity/assets/images/backgrounds/6.jpg	C:/My%20Web%20Sites/Medicity/7oroof.com/demos/medcity/assets/images/backgrounds/6.jpg	(from https://7oroof.com/demos/medcity/faqs.html)
16:27:56	143426/143426	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:20:53%20GMT	https://7oroof.com/demos/medcity/assets/images/page-titles/6.jpg	C:/My%20Web%20Sites/Medicity/7oroof.com/demos/medcity/assets/images/page-titles/6.jpg	(from https://7oroof.com/demos/medcity/gallery.html)
16:27:57	111561/111561	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:20:50%20GMT	https://7oroof.com/demos/medcity/assets/images/page-titles/7.jpg	C:/My%20Web%20Sites/Medicity/7oroof.com/demos/medcity/assets/images/page-titles/7.jpg	(from https://7oroof.com/demos/medcity/doctors-standard.html)
16:27:57	8219/8219	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:20:23%20GMT	https://7oroof.com/demos/medcity/assets/images/backgrounds/7.jpg	C:/My%20Web%20Sites/Medicity/7oroof.com/demos/medcity/assets/images/backgrounds/7.jpg	(from https://7oroof.com/demos/medcity/doctors-single-doctor1.html)
16:27:58	152979/152979	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:20:45%20GMT	https://7oroof.com/demos/medcity/assets/images/page-titles/8.jpg	C:/My%20Web%20Sites/Medicity/7oroof.com/demos/medcity/assets/images/page-titles/8.jpg	(from https://7oroof.com/demos/medcity/blog.html)
16:27:59	29964/29964	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:22:02%20GMT	https://7oroof.com/demos/medcity/assets/images/blog/grid/4.jpg	C:/My%20Web%20Sites/Medicity/7oroof.com/demos/medcity/assets/images/blog/grid/4.jpg	(from https://7oroof.com/demos/medcity/blog.html)
16:28:00	29581/29581	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:22:02%20GMT	https://7oroof.com/demos/medcity/assets/images/blog/grid/5.jpg	C:/My%20Web%20Sites/Medicity/7oroof.com/demos/medcity/assets/images/blog/grid/5.jpg	(from https://7oroof.com/demos/medcity/blog.html)
16:28:00	37063/37063	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:22:03%20GMT	https://7oroof.com/demos/medcity/assets/images/blog/grid/6.jpg	C:/My%20Web%20Sites/Medicity/7oroof.com/demos/medcity/assets/images/blog/grid/6.jpg	(from https://7oroof.com/demos/medcity/blog.html)
16:28:01	41450/41450	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:22:01%20GMT	https://7oroof.com/demos/medcity/assets/images/blog/single/1.jpg	C:/My%20Web%20Sites/Medicity/7oroof.com/demos/medcity/assets/images/blog/single/1.jpg	(from https://7oroof.com/demos/medcity/blog-single-post.html)
16:28:01	2951/2951	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:21:59%20GMT	https://7oroof.com/demos/medcity/assets/images/blog/author/1.jpg	C:/My%20Web%20Sites/Medicity/7oroof.com/demos/medcity/assets/images/blog/author/1.jpg	(from https://7oroof.com/demos/medcity/blog-single-post.html)
16:28:02	1356/1356	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:21:59%20GMT	https://7oroof.com/demos/medcity/assets/images/blog/author/2.jpg	C:/My%20Web%20Sites/Medicity/7oroof.com/demos/medcity/assets/images/blog/author/2.jpg	(from https://7oroof.com/demos/medcity/blog-single-post.html)
16:28:03	1205/1205	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:21:59%20GMT	https://7oroof.com/demos/medcity/assets/images/blog/author/3.jpg	C:/My%20Web%20Sites/Medicity/7oroof.com/demos/medcity/assets/images/blog/author/3.jpg	(from https://7oroof.com/demos/medcity/blog-single-post.html)
16:28:04	32182/32182	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:19:43%20GMT	https://7oroof.com/demos/medcity/assets/images/products/9.jpg	C:/My%20Web%20Sites/Medicity/7oroof.com/demos/medcity/assets/images/products/9.jpg	(from https://7oroof.com/demos/medcity/shop.html)
16:28:04	43847/43847	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:19:44%20GMT	https://7oroof.com/demos/medcity/assets/images/products/11.jpg	C:/My%20Web%20Sites/Medicity/7oroof.com/demos/medcity/assets/images/products/11.jpg	(from https://7oroof.com/demos/medcity/shop.html)
16:28:05	24230/24230	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:19:45%20GMT	https://7oroof.com/demos/medcity/assets/images/products/10.jpg	C:/My%20Web%20Sites/Medicity/7oroof.com/demos/medcity/assets/images/products/10.jpg	(from https://7oroof.com/demos/medcity/shop.html)
16:28:06	34889/34889	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:19:44%20GMT	https://7oroof.com/demos/medcity/assets/images/products/12.jpg	C:/My%20Web%20Sites/Medicity/7oroof.com/demos/medcity/assets/images/products/12.jpg	(from https://7oroof.com/demos/medcity/shop.html)
16:28:07	140447/140447	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:20:50%20GMT	https://7oroof.com/demos/medcity/assets/images/page-titles/9.jpg	C:/My%20Web%20Sites/Medicity/7oroof.com/demos/medcity/assets/images/page-titles/9.jpg	(from https://7oroof.com/demos/medcity/departments-single.html)
16:28:07	144894/144894	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:20:13%20GMT	https://7oroof.com/demos/medcity/assets/images/banners/6.jpg	C:/My%20Web%20Sites/Medicity/7oroof.com/demos/medcity/assets/images/banners/6.jpg	(from https://7oroof.com/demos/medcity/departments-single.html)
